workclass,education,marital_status,occupation,relationship,race,sex,native_country,age_bin,education_years_bin,hours_bin,high_income
Private,somecollege,Never-married,Craft-repair,Own-child,Black,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,Philippines,35-44,9-12,standard_40,<=50K
Local-gov,college,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
State-gov,pre-college,Never-married,Adm-clerical,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Adm-clerical,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Handlers-cleaners,Own-child,Black,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,college,Never-married,Other-service,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,somecollege,Married-civ-spouse,Other-service,Husband,Black,Male,United-States,35-44,9-12,standard_40,>50K
Self-emp-inc,somecollege,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
State-gov,college,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Married-civ-spouse,Farming-fishing,Husband,Black,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Other-service,Unmarried,Black,Female,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Exec-managerial,Husband,Black,Male,Cuba,35-44,9-12,standard_40,>50K
Private,college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,college,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Sales,Unmarried,White,Male,United-States,35-44,9-12,standard_40,<=50K
Local-gov,somecollege,Divorced,Adm-clerical,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,somecollege,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,pre-college,Never-married,Handlers-cleaners,Unmarried,White,Male,Guatemala,35-44,9-12,standard_40,<=50K
State-gov,somecollege,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,prof_doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Divorced,Sales,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
State-gov,somecollege,Divorced,Prof-specialty,Not-in-family,Black,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Transport-moving,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Never-married,Other-service,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Sales,Own-child,Black,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Machine-op-inspct,Not-in-family,Black,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Other-service,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Federal-gov,college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Self-emp-not-inc,pre-college,Married-spouse-absent,Other-service,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Other-service,Own-child,White,Male,El-Salvador,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Handlers-cleaners,Not-in-family,Black,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Craft-repair,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Never-married,Other-service,Own-child,White,Male,El-Salvador,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Never-married,Other-service,Unmarried,White,Female,El-Salvador,35-44,9-12,standard_40,<=50K
Local-gov,somecollege,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,United-States,35-44,9-12,standard_40,>50K
Local-gov,somecollege,Never-married,Handlers-cleaners,Other-relative,Black,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Other-service,Unmarried,Black,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Never-married,Craft-repair,Not-in-family,White,Male,Mexico,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,somecollege,Never-married,Sales,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Craft-repair,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Other-service,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Divorced,Craft-repair,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Other-service,Own-child,White,Female,Dominican-Republic,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,somecollege,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Local-gov,college,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Never-married,Machine-op-inspct,Own-child,White,Female,Peru,35-44,9-12,standard_40,<=50K
State-gov,somecollege,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Never-married,Handlers-cleaners,Own-child,Black,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Adm-clerical,Not-in-family,Other,Female,United-States,35-44,9-12,standard_40,<=50K
Self-emp-inc,somecollege,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,Black,Male,Haiti,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,somecollege,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,college,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Never-married,Other-service,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,somecollege,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,South,35-44,9-12,standard_40,<=50K
Private,pre-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Federal-gov,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,pre-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Craft-repair,Unmarried,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,prof_doctorate,Divorced,Prof-specialty,Unmarried,Black,Female,United-States,35-44,9-12,standard_40,>50K
Self-emp-not-inc,somecollege,Never-married,Craft-repair,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-inc,somecollege,Married-civ-spouse,Other-service,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Exec-managerial,Not-in-family,White,Male,Yugoslavia,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,pre-college,Never-married,Other-service,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Adm-clerical,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Local-gov,somecollege,Divorced,Protective-serv,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,>50K
Self-emp-not-inc,college,Divorced,Other-service,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Transport-moving,Husband,Other,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,somecollege,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,prof_doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
State-gov,somecollege,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Local-gov,somecollege,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Transport-moving,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,pre-college,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Adm-clerical,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Self-emp-not-inc,somecollege,Widowed,Sales,Unmarried,White,Female,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
State-gov,college,Separated,Prof-specialty,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Widowed,Adm-clerical,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
State-gov,somecollege,Divorced,Machine-op-inspct,Not-in-family,Black,Female,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,pre-college,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Machine-op-inspct,Unmarried,Black,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Craft-repair,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Local-gov,somecollege,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico,35-44,9-12,standard_40,<=50K
State-gov,somecollege,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Local-gov,somecollege,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Female,United-States,35-44,9-12,standard_40,<=50K
Local-gov,somecollege,Divorced,Protective-serv,Unmarried,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,35-44,9-12,standard_40,>50K
Local-gov,college,Never-married,Prof-specialty,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Craft-repair,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Transport-moving,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Local-gov,pre-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Federal-gov,somecollege,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,somecollege,Divorced,Exec-managerial,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Self-emp-inc,somecollege,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Married-spouse-absent,Craft-repair,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Sales,Husband,Black,Male,United-States,35-44,9-12,standard_40,>50K
Self-emp-not-inc,somecollege,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,pre-college,Never-married,Other-service,Unmarried,Black,Female,Jamaica,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Craft-repair,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Never-married,Sales,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Other-service,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Federal-gov,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Never-married,Other-service,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Self-emp-inc,college,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Widowed,Exec-managerial,Unmarried,White,Male,United-States,35-44,9-12,standard_40,>50K
Local-gov,college,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Never-married,Other-service,Own-child,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,pre-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Machine-op-inspct,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Other-service,Husband,Black,Male,United-States,35-44,9-12,standard_40,>50K
Local-gov,somecollege,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,prof_doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,pre-college,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Other-service,Own-child,White,Male,Italy,35-44,9-12,standard_40,<=50K
Private,pre-college,Never-married,Transport-moving,Not-in-family,Black,Male,United-States,35-44,9-12,standard_40,<=50K
State-gov,college,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Other-service,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,35-44,9-12,standard_40,>50K
State-gov,somecollege,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Never-married,Prof-specialty,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
State-gov,somecollege,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Local-gov,college,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,college,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Widowed,Exec-managerial,Unmarried,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Divorced,Handlers-cleaners,Unmarried,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Widowed,Adm-clerical,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,college,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Local-gov,somecollege,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,pre-college,Never-married,Other-service,Own-child,Black,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,college,Divorced,Sales,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Self-emp-inc,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Divorced,Transport-moving,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Local-gov,prof_doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Prof-specialty,Unmarried,Black,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Craft-repair,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Never-married,Other-service,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Widowed,Tech-support,Unmarried,Black,Female,United-States,35-44,9-12,standard_40,<=50K
Private,college,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,prof_doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Self-emp-not-inc,pre-college,Separated,Other-service,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Sales,Unmarried,White,Female,United-States,35-44,9-12,standard_40,>50K
Local-gov,college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Never-married,Farming-fishing,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Other-service,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,pre-college,Never-married,Craft-repair,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Divorced,Other-service,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Divorced,Exec-managerial,Unmarried,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Other-service,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Other-service,Own-child,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Transport-moving,Other-relative,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Craft-repair,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Divorced,Other-service,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Local-gov,college,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,college,Married-civ-spouse,Sales,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Sales,Unmarried,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Protective-serv,Unmarried,Black,Female,United-States,35-44,9-12,standard_40,<=50K
Private,pre-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Widowed,Craft-repair,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Never-married,Other-service,Unmarried,White,Male,Mexico,35-44,9-12,standard_40,<=50K
Self-emp-not-inc,somecollege,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,35-44,9-12,standard_40,>50K
Private,somecollege,Married-spouse-absent,Protective-serv,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,35-44,9-12,standard_40,<=50K
Private,college,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,35-44,9-12,standard_40,<=50K
Local-gov,somecollege,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States,35-44,9-12,standard_40,<=50K
Private,somecollege,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,35-44,9-12,standard_40,>50K
